"";"Review Date";"Review Rating";"Review Title";"Review Body";"Restourant Name"
"514";2019-09-01;50;"Review";"Came here for my birthday celebration, food was superb, staffs are friendly (Jackie Martin and Pamela)More";"El Cerdo"
"515";2019-09-01;50;"Perfect for date nights";"Food was excellent. The grilled pork shoulder steak was out of this world. Tender, Juicy and real taste of quality pork. Oysters...fresh and sweet. Perfect place for date nights. Wife is happy....I'm happy! Kudos Werner!More";"El Cerdo"
"516";2019-08-31;50;"Great food great wine and wonderful service (Business dinner)";"It was my first time here but my friend is often to come here superb food specially the oven roasted ribs it’s perfect pairing of wine. Miss irene is so charming and kind waitstaffMore";"El Cerdo"
"517";2019-08-30;50;"Nice pork and the food.";"The roast piglet is a must. Not only the taste is nice but you also get to experience the Spanish tradition as how they chase away the bad luck by smashing the plate. Irene is the waitress who served us and the service is good...More";"El Cerdo"
"518";2019-08-29;50;"Roasted suckling piglet and fantastic service";"Oh yes! The two weeks old baby pig so crispy meaty and tender its our first time here so we decided to having a half piglet ,environment is wonderful and our waitreSs irene is so polite and always changing our plates she is so kind...More";"El Cerdo"
"519";2019-08-29;50;"Happy birthday daddy";"Good happy birthday song Good environment Good staff Good wine Good pork Good seafood Good bread Good good good Good in everthing !!! Sure will hv another celebration event at here again. Oik oik";"El Cerdo"
"520";2019-08-29;50;"First time to eat in the restaurant";"I like the food and beverages. Their staff are approachable especially Mr. Ren. I recommend this place to others.";"El Cerdo"
"521";2019-08-29;50;"The best pork ever";"I got here in trip advisor information and went to this restaurant.... lunch time.. i was served by Ren and Sunny! For me was everything perfect! The Service, the food... i got the best pig in my live... to eat the pig you have to...More";"El Cerdo"
"522";2019-08-29;50;"Excellent Ambience, great food, great service.";"Had a really nice meal in Aug 2019. Great service from a lady named Cho. A birthday celebration for a brother. The traditional plate-breaking after cutting the suckling pig with a plate is unique. The Iberico pork tasted amazing. Highly recommended... conveniently located in the...More";"El Cerdo"
"523";2019-08-28;50;"Great food with nice ambience";"The food is nice. Server is Martin, cho and ren. They serve us sincerely and the food is fantastic. Appreciate that";"El Cerdo"
"524";2019-08-27;50;"The place to be if you like meat!!!";"Me and my husband have a great dinner trying two different plates of ribs, both of them were amazing. The meat was very soft and tasty, we couldn’t ask for something better!!! We really thanks Martin to suggest us a wonderful red wine and Sunny...More";"El Cerdo"
"525";2019-08-25;50;"Break plate in my life";"Like the environment Like the service Like the piglet and pasta Like the sweet wine Like the free cocktailMore";"El Cerdo"
"526";2019-08-25;50;"First time visit";"Good food recommendation and services from Martin Pamela and Esther. Had their signature ribs and sausages. It's very satisfying and will definitely come back to try their other food.More";"El Cerdo"
"527";2019-08-25;40;"Good";"I came here along with my parents for dinner. Food: 7/10. Staff and service: 10/10. We were served by Ester, Martin and Pamela. All 3 were very friendly and attentive, thank you to all of you! Price: Relatively expensive.More";"El Cerdo"
"528";2019-08-25;50;"Dinner";"Very nice place and food... The pig is famous with Spanish red wine 👌🏻 The service of Jayson is very good...More";"El Cerdo"
"529";2019-08-25;50;"Excellent Food & Services";"ordered the signature ribs and sausage recommended by the waiter. excellence service provided by Martin, Esther and Pamela, will definitely come back again.More";"El Cerdo"
"530";2019-08-25;50;"Birthday lunch at this restaurant";"Nice food and especially good service from Aiza and Ren.Comfortable place to have a lunch and dinner...More";"El Cerdo"
"531";2019-08-24;50;"Would visit again";"Great service and mazing staff that had waited our table ( Pamela, Ren and Aiya). Food was good, we had the rib platter to share with my other half and a side of sautéed mushrooms which was excellent.More";"El Cerdo"
"532";2019-08-24;50;"Hmmmmmm wonderful service";"Great restaurant, We could not get a booking in the restaurant that we wanted so we tried El Cerdo. Service was so nice and the food did not disappoint! Thank you lovely team Pamela,aiya,and renMore";"El Cerdo"
"533";2019-08-23;50;"Best roasted piglet with plate breaking experience and seafood paella";"Spanish restaurant with a l ovely service crew, good ambiance and the piglet is a must eat. There is a special procedure of cutting into the piglet. After the cut, the plate will be thrown into a wooden bucket. Simply crushing experience! The piglet was...More";"El Cerdo"
"534";2019-08-21;50;"Fabulous Spanish Night";"I made advance reservation around half a month ago because of the great reviews online. And it didn't disappoint one bit. We ordered 2 tapas of Croquetas de Jamon Ibérico, Avocado Bruschettas and a main for share - Paella con Mariscos (Seafood). The tapas were...More";"El Cerdo"
"535";2019-08-20;50;"Birthday";"This is my first time and I love it. The food are amazing and the staff , Martin and Cho are definitely friendly and helpful. Would love to drop by again next time.";"El Cerdo"
"536";2019-08-20;50;"Birthday";"This is my first time. The food is awesome and the way they celebrate birthday are way beyond my imagination. The staff who served us is Martin and he is definitely friendly and helpful. I would highly recommend this restaurant to anyone, especially those who...More";"El Cerdo"
"537";2019-08-20;50;"Birthday celebration";"Friendly staff and delicious food .. especially staff called Martin & Cho . Very good services . Good place to visit with friend and family";"El Cerdo"
"538";2019-08-19;50;"Birthday";"This is the second time we decide to celebrate a birthday of my wife here thank you for the complementary cake the wooden piggy and the vodka shots and to irene for the wonderful service and advice for pairing the foods";"El Cerdo"
"539";2019-08-18;50;"Great food, service and atmosphere";"Thank you Jayson for the excellent service and all the great recommendations! Fun atmosphere and great value food and wine. Highly recommend!More";"El Cerdo"
"540";2019-08-17;50;"Great birthday celebration with excellent service";"Thank you to miss irene for the excellent service she is accommodating and smilling overall excellent the food was delicious and sangria is refreshing definitely we will come againMore";"El Cerdo"
"541";2019-08-17;50;"Great experience";"Great experience of the “piglet ceremony”. Their waiter, Martin & Esther were serving good and they gave a little birthday celebration to my friends. Good place, nice atmosphere, and delicious food!More";"El Cerdo"
"542";2019-08-17;40;"Magnificent meals";"Great environment! Food is as good as better. Must try full piggy come with breaking glass plates traditionMore";"El Cerdo"
"543";2019-08-17;50;"Everything is good";"Food is nice, service is excellent..especially Irene, she served us very well, volunteer for taking our photos.and bosses very friendly..we do enjoy it very much..definitely will come againMore";"El Cerdo"
"544";2019-08-17;50;"Excellent as always";"Always love coming this joint for iberico ribs fix. Staffs are always welcoming and friendly. Love this place. Recent visit was served by Irene, great smile and efficient service.More";"El Cerdo"
"545";2019-08-16;50;"Food is good";"Martin was really helpful, so does Ria. Both serve us really polite and professional Food is really delicious, vibe is fantasticMore";"El Cerdo"
"546";2019-08-16;40;"Birthday Wish";"Wish my friend have a great and wonderful birthday dinner, love the way they serve and good and clear describe and suggest what we have to go for the food and the portion of the food, thank you Martin.More";"El Cerdo"
"547";2019-08-15;40;"Excellent services and good food";"had our dinner here. Kudos to the excellent services provided by Jason, Irene, Aiza and Martin with attentive serviceMore";"El Cerdo"
"548";2019-08-15;10;"Very bad.";"This is the 5th time I write a review on this place. I guess the owner has complained on the bad reviews. So TA asked me for additional information, to authenticate the review. Let me start by saying that I find it very strange that...More";"El Cerdo"
"549";2019-08-14;50;"Great Lunch";"On the way to Port Dickson from Genting. Decided to drop by as we had a craving for the piglet. Did not disappoint. It was crispy on the outside and succulent in the inside. Food and service were great.";"El Cerdo"
"550";2019-08-14;40;"Piggylicious";"Cozy atmosphere, good service and most importantly the food is piggylicious! We had grilled pork shoulder, creamy mushroom soup and grilled squid, very satisfying meal.";"El Cerdo"
"551";2019-08-13;50;"superb dining experience";"wonderful dining experience,excellent service from ren,cho,irene, whenever you need a restaurant with great food attentive service and nice ambiance just visit el cerdo.More";"El Cerdo"
"552";2019-08-12;50;"Great service";"Friendly staff, good service ! Will definitely come back again (REN) (CHO) nice food and environment !More";"El Cerdo"
"553";2019-08-12;40;"Mom’s Birthday";"Great evening with delicious food... and plate crushing : ) Irene, thank you for the beautiful birthday song for us.More";"El Cerdo"
"554";2019-08-11;50;"Lovely dining experience :)";"If you’re looking for exceptional food, service, and ambience, I would highly recommend El Cerdo. We always enjoy coming here and always look forward to coming back. A big thank you to Irene, Aiza, and Zar Zar for the excellent service tonight :)More";"El Cerdo"
"555";2019-08-11;50;"Extremely satisfy! Worth visit for birthday celebration";"This is our first time visiting this restaurant and the food really worth the price. It taste super goood! The very best thing is their services. If you reserve early for a birthday celebration, the restaurant will give u a complementary cake and two shots....More";"El Cerdo"
"556";2019-08-11;50;"Spectacular service, fun environment";"Came for a birthday celebration and the team of Irene, Aiza, Jayson and Vivian did a spectacular service with full of surprise birthday celebrations that made everyone happy. In addition, the savoury and dessert was a delight, definitely would recommend everyone to try.";"El Cerdo"
"557";2019-08-10;50;"Definitely coming back again";"People may not come back for the food but will definitely be back for the service. El cerdo strikes both. Pamela and Cho definitely made our night memorable serving the best suckling pig in Malaysia. Well done ! Will surely be back again 😊";"El Cerdo"
"558";2019-08-10;50;"Oink oink";"Nice food friendly staff, a place for family gathering and celebration!! Worth for next coming.. must try the piglet!";"El Cerdo"
"559";2019-08-10;50;"Great service";"Excellent good and great service. Good for birthday celebrations. Very warm with staff and owner of the restaurant";"El Cerdo"
"560";2019-08-10;50;"Scrumptious!";"Had a lovely time here thanks to Irene, Aiza and Martin. Half piglet and mountain paella is superb and so is the rest of the food. Awesome service 👍 keep it up!";"El Cerdo"
"561";2019-08-10;50;"Great food great service";"Probably the best Spanish food in KL 🤤 great place to celebrate special occasions. Reasonably priced menu. Overall excellent !";"El Cerdo"
"562";2019-08-09;50;"Awesome Dining";"Cho and Vivian are awesome and they take very good care of me and the food was expertly prepared. Highly recommend to all travelers to Kuala Lumpur.";"El Cerdo"
"563";2019-08-09;50;"Love it BABE";"If you like pork then this is the restaurant for you. Fantastic experience, good food and wine list. It has atmosphere and theater - you must have the half pig. Beautifully cooked and served. Just delicious.";"El Cerdo"
"564";2019-08-08;50;"Great Foods Nice Ambience Charming Staff";"Thank you Ms. Cho for suggesting me a nice menu for my solo dinner, very considerate if the portions were too heavy for me!!! Will certainly on my visiting list again.";"El Cerdo"
"565";2019-08-08;50;"Awesome food";"My wife and I often celebrate our special days here in el cerdo. Love the food and service. Hats off to the ribs , sausage , pork shoulder , cold cuts as well as pasta. Oh and the suckling pig is a must try. Environment...More";"El Cerdo"
"566";2019-08-07;50;"perfecto";"the food was amazing! the ambience was great! I came here not knowing what to expect. I was pleasantly surprised as the Pork Shoulder steak is probably one of the best I've had in Klang Valley!! We were served by a very friendly and efficient...More";"El Cerdo"
"567";2019-08-07;40;"Birthday celebration";"Very Good service and nice ambience ,definitely will come back again . Thanks Ren and Cho for Their service 👍🏻";"El Cerdo"
"568";2019-08-07;50;"Great service, delicious food";"The food was very tasty and the waiter Martin and Pamela was very friendly :) A good place to celebrate special occasions too!More";"El Cerdo"
"569";2019-08-07;50;"Very Good and Tasty Porky food.";"We have been patrons to this establishment for a long time. Food is always constantly good and the service is over the top. Remember to try any of the pork dishes, but do let them recommend. It is advisable to book ahead during peak times...More";"El Cerdo"
"570";2019-08-07;40;"All things porky";"A very interesting buffet. Got to try pork in different styles. Food quality is good. What makes it an interesting experience was trying out a single meat in a variety of styles.More";"El Cerdo"
"571";2019-08-06;40;"Very good local experience";"Local Malaysian food, good price and funny street. Recommended. Be careful with local spices and different food.";"El Cerdo"
"572";2019-08-06;50;"Delicious food and great service";"It was our first time here we love the environment and the food is tasty thank you to the service staff irene and martin for giving theis grear service! Keep it up !More";"El Cerdo"
"573";2019-08-06;50;"Great night at elcerdo";"Nice ambience delicious food friendly staff and polite specially irene and martin thank you for the serviceMore";"El Cerdo"
"574";2019-08-06;50;"Great Overall Experience";"El Cerdo is one of the restaurants that has unusual concept and theme. They’ve included rituals and tradition that couldn’t be experienced by the locals here. The ambience here is great as well. The service here was great. Mr Jayson has provided professional and friendly...More";"El Cerdo"
"575";2019-08-06;50;"El cerdo food";"The food is super delicious and the staffs here are all very friendly, perfect! One of the staff, Jason was serving us greatly, well done manMore";"El Cerdo"
"576";2019-08-06;50;"Nice suckling pig";"Good service by Pamela Esther and Aiza,nice suckling. Pig and great dessert, nice environment. I’m very enjoy here";"El Cerdo"
"577";2019-08-06;50;"Awesome food and services";"Googled up this place and no regrets at all. Service was excellence and we were care for by Jayson (friendly waiter and always smiling). Their recommendation was good. Also the chef was very courteous to come out and make a quick introduction. In general, was...More";"El Cerdo"
"578";2019-08-05;50;"Dinner";"Good environment for dining with professional service provided by Mr.Jason. Good food good time , definitely will be back again";"El Cerdo"
"579";2019-08-05;50;"Excellent suckling pig";"Go to El cerdo every time we visit Kuala Lumpur. Love suckling pig and desserts so much. Very good service. Particularly Jayson and Isza are very friendly.";"El Cerdo"
"580";2019-08-04;50;"good service and food nice";"food nice ! good service Jason , Ren , Aiza.. the Elcerdo Restaurant is located at Bukit Bintang! its a nice place tooMore";"El Cerdo"
"581";2019-08-04;50;"All time favourite dine in place";"Been a loyal customer to this place for the past 15 years. The food and service here is amazing which keeps me coming back all these years! Their pork shoulder steak and rum & raisins pancakes are my favourite.More";"El Cerdo"
"582";2019-08-04;50;"Awesome food & great service";"Able to reserve table online and reminders are given to confirm was convenient and ease. Great service by Irene and attending to our request. Food was really good.... and so so full. But we still want out Rum & Raisin Pancake dessert! Yummy!!! Highly recommended...More";"El Cerdo"
"583";2019-08-04;50;"Good food with great atmosphere";"Irene and her team were very tentative and polite. They made sure everything was in order and they were super friendly. The food and sangria were equally amazing. Will definitely come back.More";"El Cerdo"
"584";2019-08-04;50;"Birthday dinner";"Such a nice restaurant with good environment and most importantly good food. The foods are nice and the people there are friendly too especially IRENE.";"El Cerdo"
"585";2019-08-04;50;"Wonderful cook and the best service";"We enjoyed a pleasant meal in an unbeatable environment.Very good site we will return sure. 100% recommended. Thanks to Pamela,very professional and nice treatment.";"El Cerdo"
"586";2019-08-03;50;"Birthday dinner!";"Fast service and it wasn't long for food to arrive. Good food with good people and good service, nuff said. We got free shots too for celebrating a birthday here!";"El Cerdo"
"587";2019-08-02;50;"Great food, great ambience";"Food here is great, portions generous, and the Sangria goes great with the meat selections. Our waiters for the night, Jayson and Bob, were extremely helpful and friendly. A definite revisit for me as it should be for you.";"El Cerdo"
"588";2019-08-02;40;"Good To Try👍🏻";"Service Crew : Martin, Irene & Aiza. Their Service is Very Good. 👍🏻 Foods is OK. Fresh. If you love pork. 🐷 Overall are Average. Can drop by to have a first try.";"El Cerdo"
"589";2019-08-02;50;"Dinnerin heart of the city";"Fantastic service By Mr Martin,aiza and Irene,nice food and good experience ,come to enjoy your wonderful nite with friend or love one";"El Cerdo"
"590";2019-08-02;50;"Wonderful experience";"Great food and service from Pamela. Good Birthday Celebration too. Iberico ribs,pork nuckle and spaghetti was great.";"El Cerdo"
"591";2019-08-02;50;"Our happy dinner";"Food is great. Servers (Jayson n Zar Zar) r friendly n very helpful to recommend their nice foods. Nice environment.";"El Cerdo"
"592";2019-08-02;50;"Dinner Bukit Bintang";"All of the food was very good with the main focus on different variety of pork dishes. Jayson was a very helpful waiter and convinced us to try the desserts which were an absolute must. The Andreas Special was absolutely to die for. We will...More";"El Cerdo"
"593";2019-08-02;50;"Awesome experience";"Returning customer, Came back here for my husband's birthday, made a reservation thru phone call and specially requested for a surprise dessert at the end of the course. We ordered guiness ribs and angus sirloin, food was splendid as usual. Thanks irene for serving and...More";"El Cerdo"
"594";2019-07-31;50;"Wonderful experience";"It was our first time here we were having our business meeting and dinner the food was delicious with the friendly and fast service irene and aiza from Philippines and thank you to mr bob as well for assisting us how to chop the piglet...More";"El Cerdo"
"595";2019-07-31;50;"Great place for Birthday celebration";"Overall service, food, and environment is top notch 👌🏻 It’s perfect to celebrate birthday or special occasion.";"El Cerdo"
"596";2019-07-31;50;"Perfect for gatherings";"If you’re looking for a restaurant with great food which accommodates big groups for celebrations, el cerdo is the place to go! Thank you Pamela for being so helpful!";"El Cerdo"
"597";2019-07-31;50;"Nice Experience";"Good Service By Rhea Pamela and IRENE nice food and ambience thank you Difinetly we will com back again";"El Cerdo"
"598";2019-07-30;50;"A wonderful day in El Cerdo";"Delicious foods and I love the seafood pasta. Thanks to lovely Martin & Sunny for giving us a wonderful day.More";"El Cerdo"
"599";2019-07-28;50;"Great food with excellent service";"Our all time favourite Iberico Guinness ribs.. So delicious. One of the staff named Jayson was friendly and helpful.More";"El Cerdo"
"600";2019-07-28;50;"El Cerdo, an amazing experience!";"Excellent service, I commend Aiza, Pamela and Jayson for the wonderful service! El Cerdo is amazing! Good food and good service! 😊More";"El Cerdo"
"601";2021-01-11;40;"Good food and atmosphere";"Went to Bijan few years ago and it was filled with mostly foreigners who like to taste malay cuisine. Went again last week but the place was quiet and has no guests except our table. I think it's because of the MCO. Ordered few meals...More";"Bijan"
"602";2020-11-23;50;"Quiet location";"Quiet location on the hill. a short walk to other bars and restaurnts. Food all traditional style, spicyness toned down for thetourists I supect";"Bijan"
"603";2020-09-02;50;"Authentic Malay food and good service";"Was the first time since the MCO has started at the Bijan. Glad to see that they still have the same good Malay food. Foe me personally one of the best Malay restaurants in KL. Also their service staff is very friendly and attentive. Love...More";"Bijan"
"604";2020-08-08;50;"Amazing Malaysian food, great";"Amazing Malaysian food, great atmosphere and lovely staff! I especially loved the creamy durian prawns. I would definitely recommend this place for a beautiful chilled dinner In KL .";"Bijan"
"605";2020-05-24;50;"Great malay food, perfect service and charming setting";"Could not recommend this place more! Kindest team will make sure you feel great, the inside and the outside are both really great, and extremely comfy. Service is kind and attentive to whatever unusual needs you may have, which makes it even greater. Drinks are...More";"Bijan"
"606";2020-03-17;50;"Good Malay food";"Great local Malay food, all dishes were excellent very relaxed atmosphere and friendly staff, would definitely recommend .";"Bijan"
"607";2020-03-14;40;"Cozy restaurant with good Malay foods";"Authentic Malay foods serve at its best. Our fave is satay with delicious peanut sauce. Cozy environment with soothing traditional Malay and Indonesia songs and friendly staff. Advisable for you to make a booking before dining.";"Bijan"
"608";2020-03-08;50;"Amazing restaurant with top quality food and service";"I went dining on this restaurant for 5 days in a 7 day stay at KL. The service and friendly staff, together with amazing food for sure convinced me to go over and over again. Thank you.";"Bijan"
"609";2020-03-08;50;"great food";"they serve great local Malaysian food, the environment is very comfortable and relaxing, after meal you may fo to Changkat to enjoy a drink which is a stone throw away.";"Bijan"
"610";2020-03-03;50;"Authentic Awesomeness";"My daughter and son-in-law were visiting KL and wanted authentic Malaysian cuisine.. we took them to Bijan.. Fantastic service.. which is very hard to find here.. all the food came out as ordered and was delicious 😋 The atmosphere is lovely and staff are so...More";"Bijan"
"611";2020-02-28;50;"Great Malaysian food";"We were a big group and were recommended to come here for a Malaysian treat, and that is precisely what we got. Great food and drinks at a sensible price for a fantastic spread of starters and fish and meat mains. Around 325/head including a...More";"Bijan"
"612";2020-02-27;40;"Good westernized malay food and karoke!!";"The food was average as they had customized vegetarian to not have meat, which seemed lacking any flavor. Limited drink options however the karoke was super fun!";"Bijan"
"613";2020-02-25;50;"Worth to find! Great malaysian food";"Worth to find! We were here with a family of 8 persons and got great service. I took vegeterian food (wich although included prawns) and it consisted of cocos milk, curry, vegetables and prawns. They made it less spicy when I asked. Delicious! They served...More";"Bijan"
"614";2020-02-24;50;"Recommended by a local";"Stopped for a few drinks before deciding on where to eat. Asked a local bar manager where he felt we could get the best Malay food in this area. Without hesitation he replied Bijan We were concerned initially that we may be underdressed as we’d...More";"Bijan"
"615";2020-02-09;40;"Sophisticated and cozy atmosphere.";"Sophisticated and cozy atmosphere. Recommend to go there with your family, with your friends and with your colleagues. Portion is big so be careful that you don’t order too much. Taste is also nice but for me it’s a little bit too salty.";"Bijan"
"616";2020-02-07;50;"Do not miss this outstanding restaurant";"Do not miss this outstanding restaurant in KL. The local Malaysian food is absolutely the best. Wide variety in the menu and excellent attention to your food allergies should you have any. They will come to your table and suggest different items or items they...More";"Bijan"
"617";2020-01-28;50;"Best beef";"Best roasted beef with coconut milk. Definetly try buttered banana as desert. Very friendly staff.Delicious. Back for more. Thanks";"Bijan"
"618";2020-01-25;50;"Delicious";"We were recommended this lovely place by a local. The menu had a nice variety of dishes and we selected two starters to share , when we ordered the main course we selected the Same so the waiter recommended that one was big enough and...More";"Bijan"
"619";2020-01-25;40;"Awesome Malay Food";"Lived across the road from this restaurant many years ago and was a regular visitor. Food is excellent and so is the service!";"Bijan"
"620";2020-01-21;50;"best Malay restaurant";"the enviroment is very good, ggreat food and staff is friendly, always prepare introduce the menu and recommendation";"Bijan"
"621";2020-01-20;50;"Excellent Malay Cuisine!";"We went to this restaurant because it came highly recommended when we were looking for a restaurant to have Malaysian cuisine. The wait staff are very attentive, the covered patio has great ambience and the food is amazing! We would recommend the Rusuk Panggang (large...More";"Bijan"
"622";2020-01-16;40;"Malay fine dining";"A lovely setting and excellent food. Superior quality Malay cuisine. Service was good. We had a very enjoyable evening with delicious food";"Bijan"
"623";2020-01-07;40;"excellent ambience and food";"very good place to eat .. although this place is a little out and you will require a grab cab to come back ...the folks here are very courteous and will book one for you .. excellent food and drinks .. highly recommended for an...More";"Bijan"
"624";2020-01-06;50;"Highly recommend";"We were recommended this bar & restaurant by a staff member at the Majestic hotel where we were staying at KL.The food was so good that we returned for a second evening ... everything about this restaurant is to be highly recommended; food quality &...More";"Bijan"
"625";2020-01-03;40;"Malay fusion fun";"Now on a comparison to Dewan, we had a great time at Bijan . Considered fine dining Malay fusion . It was more fun , vibrant and relaxed. We could drink alcohol at Bijan but not at Dewan. The staff were attentive and took their...More";"Bijan"
"626";2020-01-01;40;"Highly recommended Malaysian food";"We went for a dinner with some friends and ordered various dishes for sharing. The taste and the well balanced spicy is fantastic. Among the dishes we tried I would recommend the beef redang, the shrimp/mushroom curry, and the selection of starters. Prices are probably...More";"Bijan"
"627";2019-12-25;40;"Wonderful Malay Cuisine";"Our Malaysian friend helped us to pre-order all dishes for dinner. All were just perfect and delicious. We bought our own bottles with free (or just minimal) corkage which were really nice. Good service too.";"Bijan"
"628";2019-12-25;50;"Fusion Malaysian food that just works";"Malaysian food is tricky to amend and adjust. Binjai does it well. This is one restaurant in which you do not want to miss a course, from starter to dessert.";"Bijan"
"629";2019-12-08;40;"Delicious Malaysian Food";"We ordered a variety of Malaysian food and they were delicious. We had curry chicken, curry beef, deep fried prawns, fried potato patties, eggplants, vegetables and dessert. Very good service.";"Bijan"
"630";2019-12-06;50;"Fantatic food";"15 of us came for a group meal and had a set menu that was pre ordered. The food was fantastic, the fish and prawns were up there with the best I've tried. Staff were friendly. Cocktails were great and the rum one with coconut...More";"Bijan"
"631";2019-11-24;20;"Just average food";"Beautiful decor and nice atmosphere. Outdoor tables are very pleasent. Awful service. Waiters are hostil and unattentive. They show you very clearly they want to close and to leave. Food is neither fresh nor tasty. Very high prices, considering the quality of the food.";"Bijan"
"632";2019-11-19;50;"Highly recommend";"After doing research and asking around, everyone seemed to point towards Bijan, so my mother and I reserved a table and went. Food was incredible, and the drinks were refreshing after walking in the humidity! Service was great and after dinner we walked to Pavilion...More";"Bijan"
"633";2019-11-05;40;"Made the right choice!";"Looking through the tripadvisor recommendations for local dishes I had two on the short list - one was a cheaper basic place that had great food reviews but the one about the cockroachesput me off somewhat. The other was Bijan and having browsed the menu...More";"Bijan"
"634";2019-11-04;50;"Great food";"Great local food in a smart restaurant. Good for large groups. Very good attentive service. A good place for business dinners.";"Bijan"
"635";2019-10-09;40;"Good location; great for group dinners";"The restaurant's location is very central but located on a street that isn't clogged with bars and pubs. There isn't a lot of seating and it seems popular for big groups, so reservation is a must. The food is quite good, especially the mango salad,...More";"Bijan"
"636";2019-09-05;50;"Wonderful place for a large group.";"This restaurant is a super place for a large gathering. The staff are very helpful & efficient. The food is plentiful and fantastic. Would highly recommend eating here.";"Bijan"
"637";2019-08-28;50;"Truly Malaysian Cuisine!";"Always looking for authentic Malaysian food/cuisine ie other than the commonly Nasi Lemak, satay etc. We were there during Ramadan and the buffet spread was 👍👍. This is a truly and typical and authentic Malaysian dishes with all the ulams, sambal belachan, budu, etc kerabu,...More";"Bijan"
"638";2019-08-27;50;"Traditional Malaysian Food";"We have been recommended to have dinner at Bijan by local friends. Decent restaurant with local meals, good service and... you can drink wine there! Which is actually rare for a local restaurant serving local food in Malaysia :)";"Bijan"
"639";2019-08-26;40;"Cooking skills and great flavour is what I come here for";"I am the kind that appreciate marriages of tastes, texture and cooking skills ... so to find good local food in KL with these expectation is not easy. Bijan happens to be the place where I can get properly cooked authentic Malay food, to my...More";"Bijan"
"640";2019-08-09;10;"Over Promise";"This restaurant rates why??? The food was very dry and over cooked. The first three wines on the wine list we asked for they didn't have. It was like a Fawlty Towers restaurant. Ignore the ratings and try others like Opium, much better everything!";"Bijan"
"641";2019-08-08;30;"Just ordinary, nothing much to talk about";"Food was just about ok. Hardly any option for seafood in appetisers. Not much beer options. Service was good";"Bijan"
"642";2019-08-04;50;"Great dinner in KL";"I visited with a group of friends and we all loved our meal here - was one of our favourites in KL. Lots of vegetarian options, drinks were good, and service was excellent all night. Sat outside in the garden - lovely atmosphere, doesn't feel...More";"Bijan"
"643";2019-07-29;30;"A bit disappointed";"We visited for dinner and while the setting in a small courtyard is quaint and atmospheric I think the food lets it down. It was very busy but the service was still good, the food however really was just average at best, we've had so...More";"Bijan"
"644";2019-07-20;30;"OK";"We really knew what none of the dishes were so relied on advice from the server. Everything we ordered for main course kind of tasted the same - like bland coconut curry. The sticky short ribs were very fatty - too fatty to enjoy. The...More";"Bijan"
"645";2019-07-19;40;"Birthday dinner";"We prebooked this restaurant before leaving for our trip and had a lovely experience sitting in the outside area. We ate delicious and tasty Malay food, the whole fish was absolutely delicious and they accommodated by putting the tamarind sauce on the side. Satay was...More";"Bijan"
"646";2019-06-29;50;"excellent Malay food";"the food is super good, they extended recently, good environment and service, after dinner you can walk to changkat where plenty of bars around.";"Bijan"
"647";2019-06-27;50;"Incredible Malaysian cuisine";"Situated just off a lively street of restaurants and bars, Bijan served us amazing Malaysian dishes and were very attentive. The restaurant itself was very well decorated and made our first night in Malaysia very special. The Cucur Udang starter (fried prawn and vegetable bhaji-like...More";"Bijan"
"648";2019-06-18;40;"Really good Malay food";"If you're looking for upscale Malay food this is the place. It has good dishes served by a famous chef and has good quality of servings The prices are steep however it makes sense for the place and quality";"Bijan"
"649";2019-05-29;50;"Good malay food";"Great malaysian food and great location. Highly recommended for family or friends dinner. Good service";"Bijan"
"650";2019-05-26;50;"Bijan Ramadan buffet foodie friends feast treat to fasting";"The outing was a real treat for the fasting but as Malaysians Ramadan seems to offer much more variety to food offerings which seem to tempting to resist. Bijan has a very good authetic Malaysian selection of offerings. The beef soup was flavourful and I...More";"Bijan"
"651";2019-05-17;50;"Excellent food";"This restaurant is located in the most vibrant part of Kuala Lumpur, Bukit Bintang, where many of the better restaurants and bars are located. The menu is quite extensive for this type of restaurant, and everything ordered was very tasty and well prepared. A room...More";"Bijan"
"652";2019-05-13;40;"Good place to try Malay cuisine";"Nice, clean, safe and well established place. Some people would claim in is not very original, but we liked it.";"Bijan"
"653";2019-05-11;50;"Flavoursome food";"Came here with a large party of conference delegates. We were served a huge set menu. Everything was delicious and I wish I could have eaten more! The service was very attentive and the space large and airy. Some very interesting Malay dishes were served...More";"Bijan"
"654";2019-05-01;20;"Poor rating, let down by staff’s attitude";"Bijan should retrain it’s staff-friendliness rather than treat its customers like an inconvenience. We had originally been this restaurant a few years back and loved our experience. Unfortunately, despite being served good food, our waiter’s lack of interest in serving customers and his disinterested face...More";"Bijan"
"655";2019-04-22;40;"Nice Malaysian cuisine!";"The restaurant is close to one of the best areas for food and nightlife in KL. The locations is nice and food is good and well presented. The menu gives you many options (starters, seafood, meat, sides, dessert) and easy to understand. Main courses are...More";"Bijan"
"656";2019-04-20;30;"Can improve both authenticity and freshness";"This was a recommendation from the hotel concierge. I can understand that westeners prefer this type of toned-down cuisine, but I was looking for a more authentic experience. The satays were not freshly made which is a big put off. There was a decent ikan...More";"Bijan"
"657";2019-04-20;30;"A hangout for Westerners..";"Definitely not a place to enjoy authentic Malay cuisine. The food is fine but way too ""tamed"" and too sweet to suit Western tastes. A disappointment. Enak KL offers a much more convincing experience foodwise. The setting is all right but try to get a...More";"Bijan"
